enterprise_id,week_start,week_of_year,inflow_total,inflow_upi,inflow_cash,txn_count,counterparty_count,top_cp_share,outflow_inventory,outflow_fixed,outflow_emi,outflow_total,net_cash_flow,closing_balance,mandi_price_index,rainfall_mm,festival_intensity
ENT0088,2025-09-08,37,27355.28,17343.17,10012.11,41,12,0.1672,16699.31,3108.03,0.0,19807.35,7547.93,41706.22,89.09,57.8,0.135
ENT0088,2025-09-15,38,25042.33,14663.43,10378.9,38,11,0.1303,15326.92,3163.93,0.0,18490.85,6551.47,39977.8,90.02,38.8,0.25
ENT0088,2025-09-22,39,25624.68,14618.49,11006.19,38,14,0.1097,15728.92,3114.6,0.0,18843.52,6781.15,39189.42,91.07,37.1,0.412
ENT0088,2025-09-29,40,37870.09,23709.49,14160.59,69,14,0.1069,23411.39,3047.21,0.0,26458.6,11411.48,41930.54,93.7,19.6,0.612
ENT0088,2025-10-06,41,41233.72,25812.08,15421.65,66,17,0.1192,25562.2,2807.84,0.0,28370.04,12863.69,45110.02,94.75,30.4,0.821
ENT0088,2025-10-13,42,31818.9,19959.04,11859.86,53,17,0.1359,19788.91,3278.92,0.0,23067.83,8751.07,44706.37,95.97,15.7,1.007
ENT0088,2025-10-20,43,57651.59,37128.21,20523.38,99,19,0.0926,36185.74,3024.26,0.0,39210.0,18441.59,51578.31,99.56,14.1,1.146
ENT0088,2025-10-27,44,51510.81,30507.94,21002.87,90,22,0.1162,32338.71,3062.79,0.0,35401.5,16109.31,55307.64,99.65,22.9,1.219
ENT0088,2025-11-03,45,33771.15,20342.67,13428.47,56,12,0.1251,21165.21,2910.97,0.0,24076.17,9694.97,53992.91,98.97,15.5,1.198
ENT0088,2025-11-10,46,39991.68,26766.94,13224.74,62,18,0.1535,25107.77,2983.2,0.0,28090.97,11900.71,55198.82,99.67,2.6,1.057
ENT0088,2025-11-17,47,34001.5,21981.61,12019.89,54,13,0.1597,21380.8,3198.57,0.0,24579.37,9422.12,54835.0,100.3,0.0,0.808
ENT0088,2025-11-24,48,34010.23,21203.91,12806.33,54,15,0.1198,21353.79,3135.75,0.0,24489.55,9520.69,54538.09,99.69,0.0,0.522
ENT0088,2025-12-01,49,31545.77,18546.39,12999.38,44,15,0.1003,19742.31,2968.84,0.0,22711.16,8834.61,53552.26,98.41,4.3,0.282
ENT0088,2025-12-08,50,33677.66,20449.18,13228.47,60,15,0.1252,21215.71,3254.76,0.0,24470.47,9207.19,53281.86,101.03,0.2,0.134
ENT0088,2025-12-15,51,38852.97,24069.77,14783.19,69,16,0.1259,24486.69,2867.02,0.0,27353.71,11499.26,53668.04,101.21,0.0,0.082
ENT0088,2025-12-22,52,30984.72,19678.33,11306.38,49,13,0.1461,19470.76,2772.35,0.0,22243.1,8741.62,51324.21,100.03,9.1,0.119
ENT0088,2025-12-29,1,32287.46,21464.76,10822.7,61,17,0.1136,20326.83,2738.14,0.0,23064.97,9222.48,50134.44,100.77,0.0,0.205
ENT0088,2026-01-05,2,39682.65,24538.33,15144.32,68,15,0.1026,24947.74,3137.68,0.0,28085.42,11597.23,50845.9,100.21,13.9,0.251
ENT0088,2026-01-12,3,26081.46,16880.09,9201.37,48,12,0.1222,16364.64,2912.27,0.0,19276.91,6804.55,48023.78,99.43,0.6,0.201
ENT0088,2026-01-19,4,24346.17,15309.83,9036.35,45,13,0.1156,15281.13,2994.32,0.0,18275.45,6070.72,45453.52,99.56,10.8,0.103
ENT0088,2026-01-26,5,32660.61,21484.29,11176.32,56,14,0.1151,20390.89,3185.01,0.0,23575.9,9084.71,45780.49,97.46,2.2,0.035
ENT0088,2026-02-02,6,22592.77,16847.14,5745.63,31,14,0.1051,14098.52,3065.38,0.0,17163.91,5428.87,43270.32,97.28,5.9,0.016
ENT0088,2026-02-09,7,24600.41,17553.06,7047.34,43,12,0.0973,15415.01,2841.78,0.0,18256.79,6343.62,41676.41,98.9,0.0,0.042
ENT0088,2026-02-16,8,39352.71,27498.03,11854.68,70,17,0.1346,24653.11,3270.51,0.0,27923.61,11429.09,44170.72,98.81,0.0,0.124
ENT0088,2026-02-23,9,21325.46,14279.24,7046.22,34,12,0.1277,13322.56,2971.85,0.0,16294.42,5031.04,41352.65,97.71,3.4,0.242
ENT0088,2026-03-02,10,32688.45,21464.81,11223.64,57,17,0.1064,20356.89,3005.94,0.0,23362.82,9325.63,41909.72,96.49,7.0,0.307
ENT0088,2026-03-09,11,23546.89,16248.72,7298.18,40,12,0.1388,14622.51,2909.83,0.0,17532.34,6014.55,40133.44,95.4,1.9,0.26
ENT0088,2026-03-16,12,34698.73,22545.73,12153.0,56,13,0.0856,21498.4,2851.81,0.0,24350.21,10348.52,42094.29,94.53,0.0,0.171
ENT0088,2026-03-23,13,46967.43,33793.35,13174.08,80,17,0.1143,29025.05,3050.34,0.0,32075.39,14892.04,46595.39,93.56,0.0,0.138
ENT0088,2026-03-30,14,27253.52,19017.99,8235.52,45,16,0.1267,16866.31,2805.74,0.0,19672.05,7581.47,45082.89,94.1,0.0,0.179
ENT0088,2026-04-06,15,21754.1,15372.33,6381.77,39,13,0.1446,13377.36,3002.91,0.0,16380.27,5373.84,42717.02,91.73,0.0,0.255
ENT0088,2026-04-13,16,35491.73,23468.64,12023.09,59,15,0.1113,21859.53,3264.17,0.0,25123.7,10368.03,44100.32,92.31,12.1,0.323
ENT0088,2026-04-20,17,28987.3,20765.49,8221.81,47,14,0.1449,17818.38,3130.83,0.0,20949.21,8038.08,43856.83,91.59,22.5,0.35
ENT0088,2026-04-27,18,31274.89,22249.0,9025.89,47,14,0.1094,19234.31,3046.17,0.0,22280.48,8994.41,44209.44,91.77,21.1,0.323
ENT0088,2026-05-04,19,34750.29,24101.95,10648.34,69,17,0.1389,21290.86,2854.28,0.0,24145.14,10605.15,45850.83,90.39,14.2,0.254
ENT0088,2026-05-11,20,38925.44,28521.1,10404.34,65,17,0.1561,23939.73,3006.27,0.0,26946.0,11979.44,47843.77,91.78,34.5,0.17
ENT0088,2026-05-18,21,42431.31,30453.98,11977.34,68,17,0.1024,26194.81,2897.75,0.0,29092.55,13338.76,49649.17,93.18,43.6,0.097
ENT0088,2026-05-25,22,42327.25,31416.22,10911.03,75,19,0.1255,26213.2,3240.89,0.0,29454.09,12873.16,51137.39,94.36,67.1,0.047
ENT0088,2026-06-01,23,49065.18,37075.27,11989.91,85,20,0.1332,30263.64,2944.79,0.0,33208.43,15856.75,54999.33,92.85,56.4,0.02
ENT0088,2026-06-08,24,47097.18,33356.15,13741.04,83,17,0.0975,29143.5,2899.21,0.0,32042.71,15054.48,57320.7,94.06,73.6,0.011
ENT0088,2026-06-15,25,48384.87,36177.28,12207.59,86,17,0.1311,30005.16,2982.77,0.0,32987.92,15396.95,59761.95,94.87,96.8,0.022
ENT0088,2026-06-22,26,50605.67,37996.48,12609.19,92,23,0.1111,31267.53,2899.82,0.0,34167.35,16438.32,62684.46,93.49,98.9,0.062
ENT0088,2026-06-29,27,54961.42,43375.67,11585.75,90,21,0.1056,34001.68,3051.15,0.0,37052.83,17908.59,66225.04,93.97,107.9,0.12
ENT0088,2026-07-06,28,40454.47,31587.82,8866.65,70,19,0.114,25092.0,3302.9,0.0,28394.9,12059.57,64939.52,94.95,111.6,0.15
ENT0088,2026-07-13,29,44565.68,33372.85,11192.83,70,19,0.1125,27733.68,3016.49,0.0,30750.17,13815.51,65337.92,96.21,116.9,0.12
ENT0089,2024-07-22,30,44820.23,12113.61,32706.62,98,7,0.5264,25205.07,5627.41,7844.05,38676.53,6143.7,162433.63,96.09,85.7,0.062
ENT0089,2024-07-29,31,52329.57,12084.23,40245.34,110,5,0.5132,29551.14,5713.23,7844.05,43108.42,9221.15,171654.77,97.71,69.3,0.021
ENT0089,2024-08-05,32,41256.09,10506.51,30749.58,80,4,0.5217,23410.21,5368.79,7844.05,36623.05,4633.03,176287.81,99.61,79.5,0.005
ENT0089,2024-08-12,33,64801.56,18828.29,45973.27,133,6,0.5066,36630.52,5471.48,7844.05,49946.05,14855.51,191143.32,98.1,73.9,0.004
ENT0089,2024-08-19,34,48249.9,12520.27,35729.63,104,8,0.5439,27223.61,5888.77,7844.05,40956.42,7293.48,198436.8,97.37,63.2,0.011
ENT0089,2024-08-26,35,38463.81,11846.85,26616.95,81,3,0.5092,21754.57,4973.6,7844.05,34572.22,3891.59,200394.0,98.32,51.3,0.029
ENT0089,2024-09-02,36,56276.02,14157.42,42118.6,116,7,0.4986,31862.16,5769.46,7844.05,45475.67,10800.35,206424.55,98.73,53.1,0.066
ENT0089,2024-09-09,37,74179.6,21458.96,52720.64,147,9,0.5208,42077.75,5485.2,7844.05,55406.99,18772.61,217636.06,99.48,42.0,0.135
ENT0089,2024-09-16,38,41982.06,11989.89,29992.16,95,5,0.4971,23796.91,5670.08,7844.05,37311.03,4671.02,215806.79,99.19,39.2,0.25
ENT0089,2024-09-23,39,71036.03,26876.64,44159.39,149,9,0.5185,40442.16,6035.44,7844.05,54321.65,16714.38,224284.13,100.94,31.0,0.412
ENT0089,2024-09-30,40,61850.87,18144.11,43706.75,134,8,0.5468,35351.85,5422.26,7844.05,48618.16,13232.71,230481.6,102.54,34.3,0.612
ENT0089,2024-10-07,41,81033.4,26213.9,54819.51,168,7,0.5129,46392.76,4851.58,7844.05,59088.38,21945.03,240579.68,103.23,17.8,0.821
ENT0089,2024-10-14,42,76710.59,19713.74,56996.84,157,6,0.4867,44123.86,5258.45,7844.05,57226.35,19484.24,249402.73,105.18,8.5,1.007
ENT0089,2024-10-21,43,113997.46,32778.6,81218.86,232,9,0.5055,65736.96,5556.95,7844.05,79137.96,34859.49,275157.56,106.24,12.0,1.146
ENT0089,2024-10-28,44,103191.54,34836.2,68355.35,216,9,0.5301,59408.05,6030.68,7844.05,73282.77,29908.78,293989.43,105.55,9.2,1.219
ENT0089,2024-11-04,45,130838.22,42697.8,88140.42,275,10,0.516,75463.63,5446.62,7844.05,88754.3,42083.92,319505.94,106.33,13.8,1.198
ENT0089,2024-11-11,46,94363.87,31400.51,62963.36,198,9,0.5279,54299.21,6000.28,7844.05,68143.53,26220.33,333892.72,105.34,8.9,1.057
ENT0089,2024-11-18,47,99872.93,33576.5,66296.43,214,8,0.5012,57640.14,4943.99,7844.05,70428.18,29444.76,347492.63,106.6,4.8,0.808
ENT0089,2024-11-25,48,65830.56,22792.71,43037.85,136,6,0.5056,37992.25,5415.28,7844.05,51251.58,14578.99,347709.49,106.59,10.5,0.522
ENT0089,2024-12-02,49,119892.19,36720.7,83171.49,244,10,0.5265,69148.64,5849.16,7844.05,82841.85,37050.34,366176.35,106.32,0.0,0.282
ENT0089,2024-12-09,50,98558.81,35566.42,62992.38,203,9,0.546,56712.62,5821.73,7844.05,70378.4,28180.41,374965.76,105.34,0.0,0.134
ENT0089,2024-12-16,51,96477.95,34995.56,61482.39,201,11,0.5061,55692.81,5036.41,7844.05,68573.26,27904.69,375758.78,106.69,0.0,0.082
ENT0089,2024-12-23,52,85636.58,34866.67,50769.91,175,9,0.5146,49378.97,5324.94,7844.05,62547.96,23088.62,370429.21,106.21,0.0,0.119
ENT0089,2024-12-30,1,62969.14,25568.56,37400.57,129,8,0.5358,36231.74,5515.07,7844.05,49590.85,13378.28,350809.93,105.31,0.0,0.205
ENT0089,2025-01-06,2,66626.61,20119.57,46507.05,138,7,0.5164,38257.52,5371.99,7844.05,51473.56,15153.06,336919.57,104.45,3.9,0.251
ENT0089,2025-01-13,3,67163.23,24893.37,42269.86,140,7,0.5266,38583.1,5887.72,7844.05,52314.86,14848.37,324341.16,104.64,0.0,0.201
ENT0089,2025-01-20,4,64045.16,28985.84,35059.32,132,6,0.499,36785.36,5556.94,7844.05,50186.35,13858.81,317437.36,104.57,0.0,0.103
ENT0089,2025-01-27,5,49872.88,21522.2,28350.69,103,6,0.5139,28641.18,5166.45,7844.05,41651.68,8221.21,298389.08,104.51,0.0,0.035
ENT0089,2025-02-03,6,48758.16,20718.87,28039.28,102,6,0.5014,27996.08,5682.77,7844.05,41522.9,7235.26,279599.6,104.43,2.0,0.016
ENT0089,2025-02-10,7,48235.25,19340.69,28894.55,102,6,0.4801,27831.68,5697.84,7844.05,41373.57,6861.68,261753.52,106.5,5.2,0.042
ENT0089,2025-02-17,8,56708.98,25184.07,31524.92,114,6,0.4961,32629.84,5243.25,7844.05,45717.13,10991.85,249811.12,105.32,12.2,0.124
ENT0089,2025-02-24,9,60911.56,23284.86,37626.7,118,7,0.5228,34938.75,5311.39,7844.05,48094.19,12817.37,244442.05,104.01,17.8,0.242
ENT0089,2025-03-03,10,64195.14,26743.47,37451.67,127,9,0.5249,36674.77,5359.23,7844.05,49878.04,14317.09,242066.24,102.35,3.1,0.307
ENT0089,2025-03-10,11,72744.29,32717.61,40026.69,151,8,0.5292,41572.12,5946.09,7844.05,55362.25,17382.04,243359.94,102.48,0.0,0.26
ENT0089,2025-03-17,12,58209.53,26979.38,31230.16,116,7,0.524,33329.82,5528.91,7844.05,46702.77,11506.76,240044.51,103.28,0.0,0.171
ENT0089,2025-03-24,13,64115.9,29338.98,34776.92,133,8,0.5094,36648.94,4972.57,7844.05,49465.56,14650.34,242423.09,102.57,3.7,0.138
ENT0089,2025-03-31,14,68295.89,32013.73,36282.16,140,7,0.4772,38891.33,5229.07,7844.05,51964.44,16331.45,247678.0,101.04,0.0,0.179
ENT0089,2025-04-07,15,88805.62,41535.37,47270.25,183,9,0.4909,50389.92,5755.74,7844.05,63989.7,24815.92,261454.44,99.6,2.0,0.255
ENT0089,2025-04-14,16,82876.9,38054.59,44822.31,172,8,0.5359,47073.37,5441.17,7844.05,60358.58,22518.32,271624.12,100.0,2.7,0.323
ENT0089,2025-04-21,17,82680.51,42554.9,40125.62,174,6,0.497,47031.03,5222.8,7844.05,60097.88,22582.64,280360.14,100.59,7.9,0.35
ENT0089,2025-04-28,18,64710.71,34675.4,30035.31,133,6,0.5123,36848.83,5449.27,7844.05,50142.15,14568.56,280792.84,101.03,18.2,0.323
ENT0089,2025-05-05,19,69306.6,33588.1,35718.51,138,10,0.5151,39373.76,5832.64,7844.05,53050.45,16256.15,281090.92,100.09,16.4,0.254
ENT0089,2025-05-12,20,57314.54,26177.76,31136.78,119,8,0.4861,32579.85,6191.7,7844.05,46615.6,10698.95,278517.54,100.32,18.9,0.17
ENT0089,2025-05-19,21,54445.02,26721.12,27723.9,114,6,0.5205,30963.07,5537.29,7844.05,44344.41,10100.61,275368.7,100.5,18.6,0.097
ENT0089,2025-05-26,22,61367.19,31069.36,30297.83,117,8,0.5444,34934.75,5690.99,7844.05,48469.78,12897.41,274097.28,100.91,20.3,0.047
ENT0089,2025-06-02,23,51278.75,22727.95,28550.8,102,7,0.5135,29284.98,5525.61,7844.05,42654.64,8624.11,264691.44,102.21,33.4,0.02
ENT0089,2025-06-09,24,54433.73,30239.0,24194.73,112,9,0.5084,31132.59,5614.49,7844.05,44591.13,9842.6,255760.42,102.81,42.0,0.011
ENT0089,2025-06-16,25,52311.36,26263.38,26047.98,105,6,0.4907,30010.23,5302.37,7844.05,43156.64,9154.71,245766.57,104.07,58.8,0.022
ENT0089,2025-06-23,26,47309.07,23760.8,23548.27,97,6,0.5083,27179.08,5969.45,7844.05,40992.58,6316.49,236672.02,104.67,54.4,0.062
ENT0089,2025-06-30,27,52327.24,27351.72,24975.52,105,5,0.5247,30130.35,5427.53,7844.05,43401.92,8925.31,230492.52,105.62,64.2,0.12
ENT0089,2025-07-07,28,53952.74,28300.99,25651.74,114,6,0.5137,31174.05,5256.32,7844.05,44274.42,9678.32,227127.99,107.09,58.8,0.15
ENT0089,2025-07-14,29,54700.03,29881.35,24818.68,112,2,0.505,31521.87,5343.85,7844.05,44709.77,9990.26,225765.34,105.96,56.9,0.12
ENT0089,2025-07-21,30,43511.56,24980.34,18531.22,82,6,0.5339,25096.16,5741.11,7844.05,38681.32,4830.24,219523.87,106.33,59.0,0.062
ENT0089,2025-07-28,31,49852.92,29638.91,20214.01,105,8,0.5086,28768.42,5362.66,7844.05,41975.12,7877.8,217763.63,106.55,59.7,0.021
ENT0089,2025-08-04,32,61240.65,35875.93,25364.72,129,9,0.5053,35342.52,5990.88,7844.05,49177.45,12063.2,220382.57,106.58,74.6,0.005
ENT0089,2025-08-11,33,59405.83,32059.05,27346.78,122,7,0.5167,34325.01,5733.82,7844.05,47902.87,11502.95,222874.48,107.1,53.3,0.004
ENT0089,2025-08-18,34,53092.79,30290.29,22802.5,101,6,0.54,30878.28,5797.81,7844.05,44520.13,8572.66,223773.63,109.93,58.7,0.011
ENT0089,2025-08-25,35,49239.47,28695.27,20544.21,104,5,0.5107,28621.03,5438.31,7844.05,41903.39,7336.08,223138.16,109.68,42.8,0.029
ENT0089,2025-09-01,36,60422.03,35932.25,24489.79,120,6,0.4961,35293.48,5383.46,7844.05,48520.98,11901.05,226378.3,111.85,47.9,0.066
ENT0089,2025-09-08,37,71904.06,43573.29,28330.77,146,5,0.5247,41869.51,5562.51,7844.05,55276.07,16627.99,233564.07,110.46,38.6,0.135
ENT0089,2025-09-15,38,84084.14,50407.59,33676.55,170,8,0.5072,49002.98,5233.32,7844.05,62080.35,22003.79,247016.99,110.84,29.4,0.25
ENT0089,2025-09-22,39,69248.05,41576.9,27671.15,136,5,0.5249,40446.51,5686.1,7844.05,53976.66,15271.39,254051.48,111.82,24.6,0.412
ENT0089,2025-09-29,40,72435.84,46080.96,26354.87,149,7,0.4729,42451.01,5813.99,7844.05,56109.05,16326.79,260151.57,113.34,15.9,0.612
ENT0089,2025-10-06,41,100907.77,61624.26,39283.51,208,9,0.5146,59349.85,5364.5,7844.05,72558.39,28349.38,276692.46,114.98,18.2,0.821
ENT0089,2025-10-13,42,112080.91,72766.63,39314.28,231,10,0.5089,66164.29,5748.23,7844.05,79756.57,32324.34,297725.41,116.68,9.1,1.007
ENT0089,2025-10-20,43,117899.39,76725.44,41173.95,241,7,0.4946,69604.36,5624.53,7844.05,83072.93,34826.46,322089.19,116.72,1.4,1.146
ENT0089,2025-10-27,44,115009.46,77722.4,37287.06,233,9,0.4896,67867.57,5872.12,7844.05,81583.74,33425.72,343621.99,116.51,0.0,1.219
ENT0089,2025-11-03,45,107346.33,69193.72,38152.61,226,10,0.5082,63555.81,6029.02,7844.05,77428.87,29917.45,359326.89,118.06,5.6,1.198
ENT0089,2025-11-10,46,138430.21,95129.84,43300.37,285,13,0.4924,81956.56,5774.73,7844.05,95575.33,42854.88,383745.18,118.05,12.6,1.057
ENT0089,2025-11-17,47,134312.38,86044.66,48267.72,272,10,0.4545,79241.32,5537.76,7844.05,92623.12,41689.26,407177.35,116.41,3.1,0.808
ENT0089,2025-11-24,48,100674.95,67044.14,33630.81,209,12,0.4903,59201.92,5898.47,7844.05,72944.43,27730.52,417067.42,114.89,0.7,0.522
ENT0089,2025-12-01,49,119719.2,81932.3,37786.9,247,11,0.4895,70201.51,5566.52,7844.05,83612.07,36107.13,429392.73,113.6,2.6,0.282
ENT0089,2025-12-08,50,87551.25,55765.09,31786.15,182,8,0.5144,51400.98,5480.12,7844.05,64725.14,22826.1,424194.4,114.15,8.4,0.134
ENT0089,2025-12-15,51,78289.51,51774.53,26514.98,161,10,0.4901,45961.29,5386.61,7844.05,59191.94,19097.57,412349.18,114.13,1.7,0.082
ENT0089,2025-12-22,52,66390.93,43745.69,22645.24,134,6,0.5138,39031.02,5580.58,7844.05,52455.64,13935.28,394939.05,114.78,0.0,0.119
ENT0089,2025-12-29,1,60792.4,41524.93,19267.47,119,5,0.4948,35664.05,5839.6,7844.05,49347.69,11444.71,376458.17,113.81,6.8,0.205
ENT0089,2026-01-05,2,71457.83,48209.03,23248.8,144,9,0.5295,41899.05,5274.21,7844.05,55017.31,16440.52,357152.21,113.57,2.7,0.251
ENT0089,2026-01-12,3,76717.67,53677.03,23040.64,151,8,0.5213,45016.08,5219.47,7844.05,58079.6,18638.07,337987.1,113.9,9.3,0.201
ENT0089,2026-01-19,4,96535.59,67572.73,28962.86,199,10,0.5078,56520.21,5224.66,7844.05,69588.92,26946.67,331674.34,112.9,1.1,0.103
ENT0089,2026-01-26,5,67226.25,47043.23,20183.02,131,9,0.5167,39359.56,5844.48,7844.05,53048.09,14178.15,312807.93,112.9,0.0,0.035
ENT0089,2026-02-02,6,71213.45,51168.58,20044.88,145,10,0.5253,41550.21,5665.05,7844.05,55059.31,16154.14,301586.1,111.35,0.0,0.016
ENT0089,2026-02-09,7,57933.23,40516.8,17416.43,122,4,0.515,33713.24,5978.25,7844.05,47535.54,10397.69,289694.61,110.19,10.1,0.042
ENT0089,2026-02-16,8,70003.9,48990.04,21013.86,143,7,0.5167,40627.06,5411.11,7844.05,53882.21,16121.69,287158.39,109.0,10.6,0.124
ENT0089,2026-02-23,9,74211.27,51630.94,22580.33,152,7,0.4717,42846.65,5224.03,7844.05,55914.73,18296.54,289052.42,106.77,0.0,0.242
ENT0089,2026-03-02,10,67783.97,46345.92,21438.05,141,9,0.5035,39131.49,6002.96,7844.05,52978.5,14805.47,287636.96,106.72,0.0,0.307
ENT0089,2026-03-09,11,94017.0,67957.36,26059.64,195,9,0.4983,54116.49,5352.86,7844.05,67313.4,26703.6,295620.71,105.47,9.9,0.26
ENT0089,2026-03-16,12,77727.22,59478.24,18248.97,164,9,0.5348,44676.31,5744.24,7844.05,58264.6,19462.62,292412.53,104.87,0.0,0.171
ENT0089,2026-03-23,13,95497.3,71524.05,23973.25,198,9,0.506,54894.27,5194.98,7844.05,67933.29,27564.0,299470.93,104.9,0.0,0.138
ENT0089,2026-03-30,14,84912.43,64627.11,20285.32,176,8,0.5003,48814.18,5603.79,7844.05,62262.02,22650.41,302778.44,104.94,7.6,0.179
ENT0089,2026-04-06,15,85293.71,64348.89,20944.82,167,9,0.5254,49076.99,5508.25,7844.05,62429.29,22864.42,309175.5,105.31,3.1,0.255
ENT0089,2026-04-13,16,80859.17,67144.53,13714.65,167,8,0.4834,46467.88,5171.73,7844.05,59483.65,21375.52,313316.27,104.79,7.6,0.323
ENT0089,2026-04-20,17,84064.15,65841.61,18222.54,179,9,0.5121,48211.87,6104.35,7844.05,62160.27,21903.88,317544.25,103.95,9.5,0.35
ENT0089,2026-04-27,18,102465.42,78595.66,23869.75,213,10,0.4743,58718.53,5312.1,7844.05,71874.68,30590.74,329749.54,103.62,16.2,0.323
ENT0089,2026-05-04,19,66629.2,50521.14,16108.06,141,8,0.4994,37976.59,5299.67,7844.05,51120.3,15508.9,323255.35,101.4,27.0,0.254
ENT0089,2026-05-11,20,77411.55,65582.03,11829.53,156,9,0.5046,43925.95,5374.61,7844.05,57144.6,20266.95,322062.04,99.61,24.4,0.17
ENT0089,2026-05-18,21,62370.39,47375.04,14995.35,128,7,0.543,35254.95,4980.09,7844.05,48079.09,14291.31,312336.47,98.09,33.7,0.097
ENT0089,2026-05-25,22,69034.25,54097.48,14936.77,144,8,0.5108,38918.63,5463.26,7844.05,52225.94,16808.31,305684.94,97.05,24.2,0.047
ENT0089,2026-06-01,23,62432.61,49290.06,13142.55,130,5,0.496,35259.49,5374.68,7844.05,48478.22,13954.39,296688.08,97.75,43.3,0.02
ENT0089,2026-06-08,24,49474.85,40476.29,8998.56,105,8,0.5112,27888.02,5835.85,7844.05,41567.91,7906.94,283760.8,97.0,45.7,0.011
ENT0089,2026-06-15,25,61134.55,51087.29,10047.26,121,9,0.5426,34456.31,5641.79,7844.05,47942.14,13192.41,275581.99,96.96,50.6,0.022
ENT0089,2026-06-22,26,82416.71,68644.64,13772.07,166,5,0.4727,46689.49,5212.26,7844.05,59745.79,22670.91,272389.93,98.96,59.1,0.062
ENT0089,2026-06-29,27,64142.42,52965.39,11177.03,126,8,0.5293,36349.15,5374.88,7844.05,49568.07,14574.35,266436.12,99.09,67.9,0.12
ENT0089,2026-07-06,28,70172.65,56181.13,13991.52,145,7,0.5214,39917.07,6185.39,7844.05,53946.5,16226.15,263345.97,100.6,79.7,0.15
ENT0089,2026-07-13,29,64443.59,58261.46,6182.13,131,7,0.5115,36618.22,5305.85,7844.05,49768.11,14675.48,261631.49,100.16,68.9,0.12
ENT0090,2024-07-22,30,9497.03,2117.44,7379.59,14,7,0.4069,5007.5,1727.46,1765.17,8500.12,996.91,22423.7,95.99,110.8,0.062
ENT0090,2024-07-29,31,8432.24,1884.76,6547.48,9,7,0.3584,4462.16,1614.46,1765.17,7841.79,590.45,23014.15,97.39,114.5,0.021
ENT0090,2024-08-05,32,8109.97,1227.43,6882.54,16,8,0.3513,4306.73,1428.84,1765.17,7500.74,609.23,23623.38,98.77,115.9,0.005
ENT0090,2024-08-12,33,9699.41,1503.91,8195.5,13,6,0.3926,5137.93,1644.77,1765.17,8547.87,1151.55,24774.93,97.78,102.2,0.004
ENT0090,2024-08-19,34,12281.15,2226.95,10054.2,21,6,0.3707,6532.19,1639.19,1765.17,9936.55,2344.6,27119.53,99.4,89.0,0.011
ENT0090,2024-08-26,35,13786.02,2763.36,11022.66,19,9,0.3935,7392.55,1633.87,1765.17,10791.58,2994.44,30113.96,102.69,76.6,0.029
ENT0090,2024-09-02,36,14177.19,2580.34,11596.85,28,6,0.3489,7621.03,1539.7,1765.17,10925.9,3251.29,33365.26,103.7,72.1,0.066
ENT0090,2024-09-09,37,9986.8,1573.0,8413.8,13,6,0.3815,5373.12,1774.78,1765.17,8913.07,1073.72,34438.98,104.06,59.9,0.135
ENT0090,2024-09-16,38,9339.83,2238.66,7101.17,15,7,0.4047,5031.91,1521.41,1765.17,8318.5,1021.33,35460.31,104.63,45.6,0.25
ENT0090,2024-09-23,39,15085.0,3599.54,11485.46,24,5,0.3474,8155.92,1529.52,1765.17,11450.6,3634.4,38846.82,106.12,54.6,0.412
ENT0090,2024-09-30,40,17958.88,3627.48,14331.41,24,10,0.362,9674.48,1588.15,1765.17,13027.8,4931.08,42333.69,104.59,44.5,0.612
ENT0090,2024-10-07,41,16719.64,4096.27,12623.37,32,12,0.3612,9024.05,1716.58,1765.17,12505.8,4213.84,44617.75,105.39,33.1,0.821
ENT0090,2024-10-14,42,16735.88,4282.21,12453.67,33,7,0.3834,9033.51,1720.3,1765.17,12518.99,4216.9,46283.01,105.42,14.5,1.007
ENT0090,2024-10-21,43,15602.36,2497.89,13104.47,25,8,0.3936,8477.57,1658.68,1765.17,11901.42,3700.94,47059.34,108.25,20.0,1.146
ENT0090,2024-10-28,44,20507.79,5223.86,15283.93,31,11,0.3548,11147.0,1679.81,1765.17,14591.98,5915.81,49330.19,108.41,14.7,1.219
ENT0090,2024-11-04,45,20390.11,4843.13,15546.98,33,12,0.4184,11146.33,1505.14,1765.17,14416.64,5973.47,51951.13,110.9,10.3,1.198
ENT0090,2024-11-11,46,18305.25,3073.11,15232.15,29,10,0.3696,9978.44,1475.54,1765.17,13219.14,5086.11,54161.05,109.66,12.8,1.057
ENT0090,2024-11-18,47,12787.83,3551.83,9236.0,21,8,0.3571,6985.09,1576.83,1765.17,10327.09,2460.74,53647.85,110.56,7.4,0.808
ENT0090,2024-11-25,48,11643.59,2951.84,8691.75,18,10,0.397,6366.67,1679.16,1765.17,9811.0,1832.59,52195.99,111.02,6.8,0.522
ENT0090,2024-12-02,49,12453.56,2580.08,9873.48,17,8,0.3712,6790.96,1681.35,1765.17,10237.48,2216.08,51076.15,109.81,5.4,0.282
ENT0090,2024-12-09,50,14483.33,3923.74,10559.59,29,7,0.3609,7899.41,1538.12,1765.17,11202.69,3280.64,50632.16,109.9,3.0,0.134
ENT0090,2024-12-16,51,13797.83,3702.61,10095.22,22,9,0.3576,7548.99,1529.83,1765.17,10843.99,2953.84,50010.69,111.28,0.0,0.082
ENT0090,2024-12-23,52,10888.72,3082.27,7806.44,26,7,0.4105,5947.36,1703.09,1765.17,9415.62,1473.09,47577.6,110.53,0.9,0.119
